Time [z = 50.000 mm: Temperature] ((min)),Temperature [z = 50.000 mm: Temperature] ((C)),Time [z = 49.990 mm: Temperature 1] ((min)),Temperature [z = 49.990 mm: Temperature 1] ((C)),Time [z = 49.521 mm: Temperature 2] ((min)),Temperature [z = 49.521 mm: Temperature 2] ((C)),Time [z = 48.125 mm: Temperature 3] ((min)),Temperature [z = 48.125 mm: Temperature 3] ((C)),Time [z = 46.250 mm: Temperature 4] ((min)),Temperature [z = 46.250 mm: Temperature 4] ((C)),Time [z = 44.375 mm: Temperature 5] ((min)),Temperature [z = 44.375 mm: Temperature 5] ((C)),Time [z = 42.500 mm: Temperature 6] ((min)),Temperature [z = 42.500 mm: Temperature 6] ((C)),Time [z = 40.625 mm: Temperature 7] ((min)),Temperature [z = 40.625 mm: Temperature 7] ((C)),Time [z = 38.750 mm: Temperature 8] ((min)),Temperature [z = 38.750 mm: Temperature 8] ((C)),Time [z = 36.875 mm: Temperature 9] ((min)),Temperature [z = 36.875 mm: Temperature 9] ((C)),Time [z = 35.000 mm: Temperature 10] ((min)),Temperature [z = 35.000 mm: Temperature 10] ((C)),Time [z = 33.125 mm: Temperature 11] ((min)),Temperature [z = 33.125 mm: Temperature 11] ((C)),Time [z = 31.250 mm: Temperature 12] ((min)),Temperature [z = 31.250 mm: Temperature 12] ((C)),Time [z = 29.375 mm: Temperature 13] ((min)),Temperature [z = 29.375 mm: Temperature 13] ((C)),Time [z = 27.500 mm: Temperature 14] ((min)),Temperature [z = 27.500 mm: Temperature 14] ((C)),Time [z = 25.625 mm: Temperature 15] ((min)),Temperature [z = 25.625 mm: Temperature 15] ((C)),Time [z = 23.750 mm: Temperature 16] ((min)),Temperature [z = 23.750 mm: Temperature 16] ((C)),Time [z = 21.875 mm: Temperature 17] ((min)),Temperature [z = 21.875 mm: Temperature 17] ((C)),Time [z = 20.479 mm: Temperature 18] ((min)),Temperature [z = 20.479 mm: Temperature 18] ((C)),Time [z = 20.010 mm: Temperature 19] ((min)),Temperature [z = 20.010 mm: Temperature 19] ((C)),Time [z = 19.990 mm: Temperature 20] ((min)),Temperature [z = 19.990 mm: Temperature 20] ((C)),Time [z = 19.573 mm: Temperature 21] ((min)),Temperature [z = 19.573 mm: Temperature 21] ((C)),Time [z = 18.333 mm: Temperature 22] ((min)),Temperature [z = 18.333 mm: Temperature 22] ((C)),Time [z = 16.667 mm: Temperature 23] ((min)),Temperature [z = 16.667 mm: Temperature 23] ((C)),Time [z = 15.000 mm: Temperature 24] ((min)),Temperature [z = 15.000 mm: Temperature 24] ((C)),Time [z = 13.333 mm: Temperature 25] ((min)),Temperature [z = 13.333 mm: Temperature 25] ((C)),Time [z = 11.667 mm: Temperature 26] ((min)),Temperature [z = 11.667 mm: Temperature 26] ((C)),Time [z = 10.000 mm: Temperature 27] ((min)),Temperature [z = 10.000 mm: Temperature 27] ((C)),Time [z = 8.333 mm: Temperature 28] ((min)),Temperature [z = 8.333 mm: Temperature 28] ((C)),Time [z = 6.667 mm: Temperature 29] ((min)),Temperature [z = 6.667 mm: Temperature 29] ((C)),Time [z = 5.000 mm: Temperature 30] ((min)),Temperature [z = 5.000 mm: Temperature 30] ((C)),Time [z = 3.333 mm: Temperature 31] ((min)),Temperature [z = 3.333 mm: Temperature 31] ((C)),Time [z = 1.667 mm: Temperature 32] ((min)),Temperature [z = 1.667 mm: Temperature 32] ((C)),Time [z = 0.427 mm: Temperature 33] ((min)),Temperature [z = 0.427 mm: Temperature 33] ((C)),Time [z = 0.010 mm: Temperature 34] ((min)),Temperature [z = 0.010 mm: Temperature 34] ((C)),Time [z = 0.000 mm: Temperature 35] ((min)),Temperature [z = 0.000 mm: Temperature 35] ((C))
4.81812625,34.8250038,4.81812625,34.8087618,4.81812625,34.0743772,4.81812625,32.0667688,4.81812625,29.7228139,4.81812625,27.7961827,4.81812625,26.2452446,4.81812625,25.0326959,4.81812625,24.1268174,4.81812625,23.5025797,4.81812625,23.1425614,4.81812625,23.0376502,4.81812625,23.1874975,4.81812625,23.6007,4.81812625,24.2946831,4.81812625,25.2952702,4.81812625,26.6359256,4.81812625,28.3566754,4.81812625,29.8788118,4.81812625,30.445679,4.81812625,30.4589297,4.81812625,30.4871431,4.81812625,30.5870709,4.81812625,30.7545323,4.81812625,30.9648896,4.81812625,31.2183712,4.81812625,31.5152165,4.81812625,31.855675,4.81812625,32.2400055,4.81812625,32.6684744,4.81812625,33.1413551,4.81812625,33.6589262,4.81812625,34.2214706,4.81812625,34.6661024,4.81812625,34.8212223,4.81812625,34.8250038
5.074098,35.6126092,5.074098,35.5959929,5.074098,34.8440816,5.074098,32.7847841,5.074098,30.3735077,5.074098,28.3840315,5.074098,26.7768112,5.074098,25.5164485,5.074098,24.5728954,5.074098,23.9225073,5.074098,23.5489134,5.074098,23.4436731,5.074098,23.6066907,5.074098,24.0463621,5.074098,24.7794343,5.074098,25.830563,5.074098,27.231564,5.074098,29.0203655,5.074098,30.5964896,5.074098,31.1820075,5.074098,31.1956791,5.074098,31.224726,5.074098,31.3272143,5.074098,31.4982771,5.074098,31.7124307,5.074098,31.9698882,5.074098,32.2708727,5.074098,32.6156161,5.074098,33.0043586,5.074098,33.4373469,5.074098,33.9148338,5.074098,34.437077,5.074098,35.0043376,5.074098,35.4524935,5.074098,35.6087992,5.074098,35.6126092
5.28524475,36.2622915,5.28524475,36.2453806,5.28524475,35.4796736,5.28524475,33.3796931,5.28524475,30.9154426,5.28524475,28.8765427,5.28524475,27.2251017,5.28524475,25.927229,5.28524475,24.9541944,5.28524475,24.283439,5.28524475,23.8994068,5.28524475,23.7941655,5.28524475,23.9677902,5.28524475,24.4284856,5.28524475,25.1924301,5.28524475,26.2833297,5.28524475,27.7316808,5.28524475,29.5737524,5.28524475,31.1920707,5.28524475,31.7921517,5.28524475,31.8061519,5.28524475,31.835849,5.28524475,31.9403313,5.28524475,32.1141927,5.28524475,32.3312888,5.28524475,32.5918214,5.28524475,32.8960013,5.28524475,33.2440474,5.28524475,33.6361859,5.28524475,34.072649,5.28524475,34.5536746,5.28524475,35.0795047,5.28524475,35.6503845,5.28524475,36.1012442,5.28524475,36.2584597,5.28524475,36.2622915
5.54066725,37.0482069,5.54066725,37.0309555,5.54066725,36.2493077,5.54066725,34.1023219,5.54066725,31.5768786,5.54066725,29.4809172,5.54066725,27.7784671,5.54066725,26.4373867,5.54066725,25.4304693,5.54066725,24.7364046,5.54066725,24.3405637,5.54066725,24.2355794,5.54066725,24.4216952,5.54066725,24.906862,5.54066725,25.7065682,5.54066725,26.8433938,5.54066725,28.3462917,5.54066725,30.249609,5.54066725,31.9163756,5.54066725,32.5331658,5.54066725,32.5475429,5.54066725,32.5779852,5.54066725,32.6847506,5.54066725,32.8618104,5.54066725,33.0822625,5.54066725,33.3462962,5.54066725,33.6541085,5.54066725,34.005904,5.54066725,34.4018936,5.54066725,34.8422937,5.54066725,35.3273257,5.54066725,35.8572145,5.54066725,36.4321883,5.54066725,36.8861059,5.54066725,37.0443504,5.54066725,37.0482069
5.7760665,37.7725123,5.7760665,37.7549623,5.7760665,36.9593359,5.7760665,34.7711338,5.7760665,32.1920467,5.7760665,30.0460904,5.7760665,28.2989885,5.7760665,26.9201386,5.7760665,25.88367,5.7760665,25.1693608,5.7760665,24.7633816,5.7760665,24.6588408,5.7760665,24.8561044,5.7760665,25.3628734,5.7760665,26.1940038,5.7760665,27.3710659,5.7760665,28.9216454,5.7760665,30.8784016,5.7760665,32.5873901,5.7760665,33.2187322,5.7760665,33.2334374,5.7760665,33.2645282,5.7760665,33.373278,5.7760665,33.5531133,5.7760665,33.7764723,5.7760665,34.0435335,5.7760665,34.3544826,5.7760665,34.709512,5.7760665,35.1088197,5.7760665,35.5526091,5.7760665,36.0410878,5.7760665,36.5744669,5.7760665,37.1529598,5.7760665,37.6095058,5.7760665,37.7686345,5.7760665,37.7725123
6.00678825,38.4824254,6.00678825,38.4645962,6.00678825,37.6558968,6.00678825,35.4291511,6.00678825,32.7999091,6.00678825,30.6072317,6.00678825,28.8184349,6.00678825,27.4043595,6.00678825,26.3403839,6.00678825,25.6072975,6.00678825,25.1920076,6.00678825,25.088051,6.00678825,25.2958887,6.00678825,25.8229661,6.00678825,26.6835277,6.00678825,27.8981834,6.00678825,29.4932304,6.00678825,31.4997497,6.00678825,33.2480181,6.00678825,33.8928906,6.00678825,33.9079009,6.00678825,33.9395943,6.00678825,34.0501864,6.00678825,34.2325951,6.00678825,34.4586455,6.00678825,34.7285061,6.00678825,35.0423524,6.00678825,35.4003657,6.00678825,35.8027328,6.00678825,36.249645,6.00678825,36.7412978,6.00678825,37.2778895,6.00678825,37.8596212,6.00678825,38.3185857,6.00678825,38.4785281,6.00678825,38.4824254
6.242935,39.2090308,6.242935,39.1909291,6.242935,38.3694737,6.242935,36.105121,6.242935,33.4269523,6.242935,31.1887182,6.242935,29.3592956,6.242935,27.910937,6.242935,26.8202379,6.242935,26.0689691,6.242935,25.6447458,6.242935,25.5415079,6.242935,25.7597913,6.242935,26.3067736,6.242935,27.1960854,6.242935,28.4473856,6.242935,30.0857073,6.242935,32.1405917,6.242935,33.9270049,6.242935,34.5850106,6.242935,34.6003169,6.242935,34.6325949,6.242935,34.7449729,6.242935,34.9298735,6.242935,35.1585266,6.242935,35.4310916,6.242935,35.7477339,6.242935,36.1086246,6.242935,36.5139397,6.242935,36.9638594,6.242935,37.4585676,6.242935,37.998251,6.242935,38.5830986,6.242935,39.0443896,6.242935,39.2051147,6.242935,39.2090308
6.52883175,40.0887131,6.52883175,40.0702988,6.52883175,39.234204,6.52883175,36.9266943,6.52883175,34.1923891,6.52883175,31.9019091,6.52883175,30.02593,6.52883175,28.5383279,6.52883175,27.4170938,6.52883175,26.6451173,6.52883175,26.2108131,6.52883175,26.1085667,6.52883175,26.3389797,6.52883175,26.9089014,6.52883175,27.831239,6.52883175,29.124546,6.52883175,30.8123975,6.52883175,32.9225695,6.52883175,34.7525523,6.52883175,35.4255524,6.52883175,35.4411967,6.52883175,35.4741418,6.52883175,35.5885562,6.52883175,35.7762956,6.52883175,36.0079103,6.52883175,36.2835491,6.52883175,36.6033666,6.52883175,36.9675225,6.52883175,37.3761806,6.52883175,37.829509,6.52883175,38.3276787,6.52883175,38.8708636,6.52883175,39.4592393,6.52883175,39.9231645,6.52883175,40.0847757,6.52883175,40.0887131
6.74158175,40.7433285,6.74158175,40.7246931,6.74158175,39.8782454,6.74158175,37.5402168,6.74158175,34.7662208,6.74158175,32.438815,6.74158175,30.5299524,6.74158175,29.0146592,6.74158175,27.8719119,6.74158175,27.0853866,6.74158175,26.6440556,6.74158175,26.5426089,6.74158175,26.7816827,6.74158175,27.3678818,6.74158175,28.3135907,6.74158175,29.6365733,6.74158175,31.3593699,6.74158175,33.5085096,6.74158175,35.3691813,6.74158175,36.0527391,6.74158175,36.0686213,6.74158175,36.102036,6.74158175,36.2178829,6.74158175,36.4076175,6.74158175,36.6413117,6.74158175,36.9191071,6.74158175,37.2411509,6.74158175,37.6075945,6.74158175,38.0185937,6.74158175,38.4743081,6.74158175,38.9749,6.74158175,39.5205343,6.74158175,40.1113778,6.74158175,40.5771453,6.74158175,40.7393762,6.74158175,40.7433285
6.9944035,41.5212415,6.9944035,41.5023559,6.9944035,40.6441923,6.9944035,38.2716282,6.9944035,35.4527236,6.9944035,33.0835518,6.9944035,31.1375155,6.9944035,29.5909445,6.9944035,28.4239292,6.9944035,27.621031,6.9944035,27.1718453,6.9944035,27.0713968,6.9944035,27.3203489,6.9944035,27.9250185,6.9944035,28.8971885,6.9944035,30.2537219,6.9944035,32.0159848,6.9944035,34.2090973,6.9944035,36.1043815,6.9944035,36.7998433,6.9944035,36.8159937,6.9944035,36.8499376,6.9944035,36.9673985,6.9944035,37.1593795,6.9944035,37.3954132,6.9944035,37.6756334,6.9944035,38.0001786,6.9944035,38.3691915,6.9944035,38.782819,6.9944035,39.2412109,6.9944035,39.7445203,6.9944035,40.2929021,6.9944035,40.8865132,6.9944035,41.3543467,6.9944035,41.5172726,6.9944035,41.5212415
7.20812525,42.1788469,7.20812525,42.1597597,7.20812525,41.2921558,7.20812525,38.8917648,7.20812525,36.0366797,7.20812525,33.6338689,7.20812525,31.6579069,7.20812525,30.086175,7.20812525,28.8996601,7.20812525,28.0836334,7.20812525,27.6281871,7.20812525,27.5286078,7.20812525,27.7855733,7.20812525,28.4051601,7.20812525,29.3986595,7.20812525,30.7822036,7.20812525,32.5762107,7.20812525,34.8046668,7.20812525,36.7277587,7.20812525,37.4327818,7.20812525,37.4491476,7.20812525,37.4835165,7.20812525,37.6022729,7.20812525,37.796056,7.20812525,38.0339654,7.20812525,38.3161285,7.20812525,38.642677,7.20812525,39.0137468,7.20812525,39.4294775,7.20812525,39.8900117,7.20812525,40.3954945,7.20812525,40.9460735,7.20812525,41.5418976,7.20812525,42.011383,7.20812525,42.1748646,7.20812525,42.1788469
7.461522,42.9585292,7.461522,42.9392145,7.461522,42.0609577,7.461522,39.6291665,7.461522,36.733259,7.461522,34.2925036,7.461522,32.2828004,7.461522,30.6827187,7.461522,29.4742557,7.461522,28.6434803,7.461522,28.1810389,7.461522,28.0825068,7.461522,28.3485692,7.461522,28.9850233,7.461522,30.0025987,7.461522,31.4165981,7.461522,33.2463682,7.461522,35.5146172,7.461522,37.4690049,7.461522,38.1847864,7.461522,38.2013945,7.461522,38.2362415,7.461522,38.3564546,7.461522,38.5522634,7.461522,38.79228,7.461522,39.0766246,7.461522,39.4054216,7.461522,39.7787992,7.461522,40.1968888,7.461522,40.659825,7.461522,41.1677446,7.461522,41.7207864,7.461522,42.3190908,7.461522,42.7904276,7.461522,42.954532,7.461522,42.9585292
7.7169445,43.7444446,7.7169445,43.7249123,7.7169445,42.8364697,7.7169445,40.3746549,7.7169445,37.4397187,7.7169445,34.9626947,7.7169445,32.9207541,7.7169445,31.2936032,7.7169445,30.0642046,7.7169445,29.2193859,7.7169445,28.7503187,7.7169445,28.6528471,7.7169445,28.9276559,7.7169445,29.5802682,7.7169445,30.6208703,7.7169445,32.0639675,7.7169445,33.9278805,7.7169445,36.2340973,7.7169445,38.2183346,7.7169445,38.9443751,7.7169445,38.9612143,7.7169445,38.9965171,7.7169445,39.1181187,7.7169445,39.3158573,7.7169445,39.5578803,7.7169445,39.8443013,7.7169445,40.1752375,7.7169445,40.55081,7.7169445,40.9711426,7.7169445,41.4363622,7.7169445,41.9465977,7.7169445,42.5019799,7.7169445,43.1026412,7.7169445,43.5757371,7.7169445,43.7404332,7.7169445,43.7444446
7.92709375,44.3910577,7.92709375,44.3713551,7.92709375,43.4749384,7.92709375,40.9896201,7.92709375,38.024133,7.92709375,35.5187244,7.92709375,33.4515629,7.92709375,31.8032457,7.92709375,30.5574902,7.92709375,29.7017161,7.92709375,29.2275023,7.92709375,29.1308991,7.92709375,29.4125862,7.92709375,30.0778671,7.92709375,31.1364989,7.92709375,32.6023603,7.92709375,34.4929678,7.92709375,36.8288554,7.92709375,38.8364121,7.92709375,39.5704659,7.92709375,39.5874857,7.92709375,39.6231444,7.92709375,39.7458301,7.92709375,39.9450748,7.92709375,40.1886633,7.92709375,40.4767037,7.92709375,40.8093078,7.92709375,41.1865911,7.92709375,41.6086716,7.92709375,42.0756703,7.92709375,42.58771,7.92709375,43.1449153,7.92709375,43.7474122,7.92709375,44.2218782,7.92709375,44.3870352,7.92709375,44.3910577
8.1830655,45.1786631,8.1830655,45.1587629,8.1830655,44.2530938,8.1830655,41.740504,8.1830655,38.73957,8.1830655,36.2012336,8.1830655,34.1048229,8.1830655,32.4319701,8.1830655,31.1672673,8.1830655,30.2988192,8.1830655,29.8186737,8.1830655,29.7231159,8.1830655,30.0128147,8.1830655,30.6928143,8.1830655,31.7723699,8.1830655,33.2646304,8.1830655,35.1861787,8.1830655,37.5564424,8.1830655,39.5910097,8.1830655,40.334344,8.1830655,40.3515727,8.1830655,40.3876436,8.1830655,40.5115844,8.1830655,40.7125724,8.1830655,40.957972,8.1830655,41.2478855,8.1830655,41.5824184,8.1830655,41.9616795,8.1830655,42.3857805,8.1830655,42.8548353,8.1830655,43.3689597,8.1830655,43.9282715,8.1830655,44.5328894,8.1830655,45.0089384,8.1830655,45.1746278,8.1830655,45.1786631
8.41921225,45.9052685,8.41921225,45.8851953,8.41921225,44.9714275,8.41921225,42.4349667,8.41921225,39.4030075,8.41921225,36.8358551,8.41921225,34.7138549,8.41921225,33.0195454,8.41921225,31.7382845,8.41921225,30.8587741,8.41921225,30.3734699,8.41921225,30.2788586,8.41921225,30.5755958,8.41921225,31.2684947,8.41921225,32.3663678,8.41921225,33.8817235,8.41921225,35.8303265,8.41921225,38.2306372,8.41921225,40.2888076,8.41921225,41.0402504,8.41921225,41.0576618,8.41921225,41.0940928,8.41921225,41.2191298,8.41921225,41.42164,8.41921225,41.6686207,8.41921225,41.9601688,8.41921225,42.2963845,8.41921225,42.677371,8.41921225,43.1032341,8.41921225,43.5740819,8.41921225,44.0900242,8.41921225,44.6511725,8.41921225,45.2576395,8.41921225,45.7350684,8.41921225,45.901222,8.41921225,45.9052685
8.64963475,46.6142608,8.64963475,46.594027,8.64963475,45.6727366,8.64963475,43.1141032,8.64963475,40.0533268,8.64963475,37.4594125,8.64963475,35.3136521,8.64963475,33.5994271,8.64963475,32.3028058,8.64963475,31.4130438,8.64963475,30.9229731,8.64963475,30.829265,8.64963475,31.1325593,8.64963475,31.8374519,8.64963475,32.9523419,8.64963475,34.4891407,8.64963475,36.4628528,8.64963475,38.8910406,8.64963475,40.9711052,8.64963475,41.7300686,8.64963475,41.7476494,8.64963475,41.7844143,8.64963475,41.9104677,8.64963475,42.1143892,8.64963475,42.3628353,8.64963475,42.655898,8.64963475,42.9936728,8.64963475,43.3762574,8.64963475,43.8037526,8.64963475,44.2762607,8.64963475,44.7938863,8.64963475,45.3567351,8.64963475,45.964914,8.64963475,46.4436206,8.64963475,46.610204,8.64963475,46.6142608
8.885034,47.3385662,8.885034,47.3181762,8.885034,46.3895745,8.885034,43.8093905,8.885034,40.7206061,8.885034,38.1006838,8.885034,35.9318372,8.885034,34.1982677,8.885034,32.8867338,8.885034,31.9870281,8.885034,31.4923463,8.885034,31.3995366,8.885034,31.709221,8.885034,32.4257814,8.885034,33.557213,8.885034,35.1148458,8.885034,37.1129447,8.885034,39.5682,8.885034,41.6695189,8.885034,42.4357824,8.885034,42.4535275,8.885034,42.4906165,8.885034,42.6176564,8.885034,42.8229471,8.885034,43.0728147,8.885034,43.3673465,8.885034,43.7066331,8.885034,44.0907673,8.885034,44.5198446,8.885034,44.9939623,8.885034,45.5132195,8.885034,46.0777165,8.885034,46.6875546,8.885034,47.1674995,8.885034,47.3344994,8.885034,47.3385662
9.17068075,48.2174792,9.17068075,48.19691,9.17068075,47.2599156,9.17068075,44.6549934,9.17068075,41.5340586,9.17068075,38.8842844,9.17068075,36.6889443,9.17068075,34.9331818,9.17068075,33.6045477,9.17068075,32.6934495,9.17068075,32.1934983,9.17068075,32.1017429,9.17068075,32.4187814,9.17068075,33.1487476,9.17068075,34.2991704,9.17068075,35.8807109,9.17068075,37.9067846,9.17068075,40.393081,9.17068075,42.5187699,9.17068075,43.2934025,9.17068075,43.3113361,9.17068075,43.3487966,9.17068075,43.4769672,9.17068075,43.6838271,9.17068075,43.9353234,9.17068075,44.2315382,9.17068075,44.5725564,9.17068075,44.9584653,9.17068075,45.3893544,9.17068075,45.8653151,9.17068075,46.3864402,9.17068075,46.9528241,9.17068075,47.5645618,9.17068075,48.0459243,9.17068075,48.2134011,9.17068075,48.2174792
9.3844025,48.8750846,9.3844025,48.8543882,9.3844025,47.9114381,9.3844025,45.2889604,9.3844025,42.1452099,9.3844025,39.4742524,9.3844025,37.2601149,9.3844025,35.4886102,9.3844025,34.1478512,9.3844025,33.228681,9.3844025,32.7250045,9.3844025,32.6340107,9.3844025,32.9562793,9.3844025,33.6957663,9.3844025,34.8596684,9.3844025,36.4581709,9.3844025,38.5040862,9.3844025,41.0123935,9.3844025,43.1553601,9.3844025,43.9359257,9.3844025,43.9539929,9.3844025,43.9917168,9.3844025,44.1206887,9.3844025,44.3286607,9.3844025,44.581311,9.3844025,44.8787181,9.3844025,45.2209629,9.3844025,45.6081288,9.3844025,46.0403011,9.3844025,46.517567,9.3844025,47.040015,9.3844025,47.607735,9.3844025,48.2208177,9.3844025,48.703184,9.3844025,48.8709983,9.3844025,48.8750846
9.63779925,49.6547669,9.63779925,49.6339272,9.63779925,48.6842643,9.63779925,46.0419992,9.63779925,42.8725325,9.63779925,40.1776995,9.63779925,37.942378,9.63779925,36.1531358,9.63779925,34.7987196,9.63779925,33.8704629,9.63779925,33.3626002,9.63779925,33.2724774,9.63779925,33.6006518,9.63779925,34.3508772,9.63779925,35.5299744,9.63779925,37.1475919,9.63779925,39.2158614,9.63779925,41.7489619,9.63779925,43.9113874,9.63779925,44.6986345,9.63779925,44.7168521,9.63779925,44.7548726,9.63779925,44.8847469,9.63779925,45.0939709,9.63779925,45.3479203,9.63779925,45.6466695,9.63779925,45.9902949,9.63779925,46.3788753,9.63779925,46.8124916,9.63779925,47.291226,9.63779925,47.8151624,9.63779925,48.3843857,9.63779925,48.9989817,9.63779925,49.4824773,9.63779925,49.6506715,9.63779925,49.6547669
9.85054925,50.3093823,9.85054925,50.288428,9.85054925,49.3334004,9.85054925,46.6753212,9.85054925,43.4853012,9.85054925,40.7713868,9.85054925,38.5191362,9.85054925,36.7157216,9.85054925,35.3503961,9.85054925,34.4148849,9.85054925,33.9036852,9.85054925,33.8142672,9.85054925,34.1471691,9.85054925,34.9059819,9.85054925,36.0972254,9.85054925,37.7301179,9.85054925,39.8162472,9.85054925,42.3691522,9.85054925,44.5471192,9.85054925,45.3397021,9.85054925,45.3580399,9.85054925,45.3962972,9.85054925,45.526892,9.85054925,45.7371156,9.85054925,45.9921023,9.85054925,46.2919227,9.85054925,46.6366501,9.85054925,47.0263596,9.85054925,47.4611283,9.85054925,47.9410347,9.85054925,48.4661589,9.85054925,49.0365819,9.85054925,49.6523856,9.85054925,50.1367823,9.85054925,50.3052796,9.85054925,50.3093823
10.103371,51.0872954,10.103371,51.0662117,10.103371,50.1051236,10.103371,47.4291789,10.103371,44.2159396,10.103371,41.4804685,10.103371,39.2090942,10.103371,37.3896721,10.103371,36.0120278,10.103371,35.0683285,10.103371,34.5533674,10.103371,34.4647543,10.103371,34.8030046,10.103371,35.5715244,10.103371,36.776492,10.103371,38.4266394,10.103371,40.5329391,10.103371,43.108207,10.103371,45.3037209,10.103371,46.1023278,10.103371,46.1208013,10.103371,46.1593259,10.103371,46.2907341,10.103371,46.5020861,10.103371,46.7582433,10.103371,47.0592728,10.103371,47.4052437,10.103371,47.7962272,10.103371,48.2322962,10.103371,48.713525,10.103371,49.2399893,10.103371,49.8117658,10.103371,50.4289318,10.103371,50.9143452,10.103371,51.0831845,10.103371,51.0872954
10.3593427,51.8749008,10.3593427,51.8536929,10.3593427,50.8867921,10.3593427,48.1937114,10.3593427,44.9581998,10.3593427,42.2020511,10.3593427,39.9123339,10.3593427,38.0775597,10.3593427,36.6881035,10.3593427,35.7365563,10.3593427,35.2179948,10.3593427,35.1301616,10.3593427,35.4735491,10.3593427,36.251385,10.3593427,37.4695195,10.3593427,39.136217,10.3593427,41.2618593,10.3593427,43.8585685,10.3593427,46.070904,10.3593427,46.8752854,10.3593427,46.8938888,10.3593427,46.9326697,10.3593427,47.0648576,10.3593427,47.2772909,10.3593427,47.53457,10.3593427,47.836758,10.3593427,48.1839205,10.3593427,48.5761247,10.3593427,49.0134395,10.3593427,49.4959353,10.3593427,50.0236834,10.3593427,50.5967565,10.3593427,51.2152277,10.3593427,51.7016151,10.3593427,51.870782,10.3593427,51.8749008
10.5704895,52.5245831,10.5704895,52.503278,10.5704895,51.5318205,10.5704895,48.8253068,10.5704895,45.5723352,10.5704895,42.7999766,10.5704895,40.4958802,10.5704895,38.6490721,10.5704895,37.2503587,10.5704895,36.2926631,10.5704895,35.7712838,10.5704895,35.684067,10.5704895,36.0314863,10.5704895,36.8166291,10.5704895,38.0450874,10.5704895,39.7247587,10.5704895,41.8655612,10.5704895,44.4790729,10.5704895,46.7045892,10.5704895,47.513495,10.5704895,47.5322003,10.5704895,47.571182,10.5704895,47.7039806,10.5704895,47.9172611,10.5704895,48.1754189,10.5704895,48.4785145,10.5704895,48.8266103,10.5704895,49.2197706,10.5704895,49.6580611,10.5704895,50.1415491,10.5704895,50.6703027,10.5704895,51.2443912,10.5704895,51.8638846,10.5704895,52.3510347,10.5704895,52.5204582,10.5704895,52.5245831
10.825912,53.3104985,10.825912,53.2890813,10.825912,52.3123785,10.825912,49.5904003,10.825912,46.3173274,10.825912,43.526306,10.825912,41.2056545,10.825912,39.3449927,10.825912,37.9356236,10.825912,36.9708526,10.825912,36.4462335,10.825912,36.3597311,10.825912,36.711797,10.825912,37.505356,10.825912,38.7457023,10.825912,40.4403104,10.825912,42.5985643,10.825912,45.2314147,10.825912,47.4720997,10.825912,48.2862119,10.825912,48.3050344,10.825912,48.3442471,10.825912,48.4777485,10.825912,48.6920038,10.825912,48.9511727,10.825912,49.2553124,10.825912,49.6044819,10.825912,49.9987421,10.825912,50.4381551,10.825912,50.9227844,10.825912,51.4526947,10.825912,52.0279513,10.825912,52.6486204,10.825912,53.1366479,10.825912,53.3063665,10.825912,53.3104985
11.0613112,54.0348038,11.0613112,54.0132889,11.0613112,53.0320033,11.0613112,50.2965137,11.0613112,47.0058774,11.0613112,44.198549,11.0613112,41.8634322,11.0613112,39.990666,11.0613112,38.5719877,11.0613112,37.6010371,11.0613112,37.0735906,11.0613112,36.9877163,11.0613112,37.3438462,11.0613112,38.1447623,11.0613112,39.395498,11.0613112,41.1031576,11.0613112,43.2766575,11.0613112,45.9264005,11.0613112,48.1803341,11.0613112,48.9989933,11.0613112,49.0179182,11.0613112,49.0573326,11.0613112,49.1914477,11.0613112,49.4065543,11.0613112,49.6666061,11.0613112,49.9716574,11.0613112,50.3217645,11.0613112,50.716985,11.0613112,51.157378,11.0613112,51.6430039,11.0613112,52.173924,11.0613112,52.7502004,11.0613112,53.3718959,11.0613112,53.8606895,11.0613112,54.0306657,11.0613112,54.0348038
11.292033,54.7447169,11.292033,54.7231107,11.292033,53.7375531,11.292033,50.9894673,11.292033,47.6824564,11.292033,44.859924,11.292033,42.5113201,11.292033,40.6272683,11.292033,39.1999113,11.292033,38.2232007,11.292033,37.6931205,11.292033,37.607835,11.292033,37.967757,11.292033,38.7755352,11.292033,40.0359594,11.292033,41.7557879,11.292033,43.9435011,11.292033,46.6089901,11.292033,48.8752716,11.292033,49.6981684,11.292033,49.7171887,11.292033,49.7567911,11.292033,49.8914782,11.292033,50.107378,11.292033,50.3682525,11.292033,50.6741534,11.292033,51.0251341,11.292033,51.4212494,11.292033,51.8625556,11.292033,52.34911,11.292033,52.8809709,11.292033,53.4581975,11.292033,54.0808495,11.292033,54.5703567,11.292033,54.740573,11.292033,54.7447169
